track_id,race_date,race_number,country,conditions_of_race,status,race_type,age_restriction,sex_restriction,stakes_indicator,distance_id,distance_unit,surface,course_type,purse_usa,wps_pool,post_time,track_condition,weather,breed_type,minimum_claim_price,maximum_claim_price,number_of_runners,mon_yr,track_type,track_name,state,active_indicator,handle,num_start,attendance_day,handle_day
CRC,07-Oct-04,3,USA,,C,MSW,2,F,N,850,F,T,T,29000,111687,142,GD,O,TB,0,0,10,Jan-60,T,CALDER RACE COURSE,FL,Y,355127,14,2996,217470
CRC,07-Oct-04,4,USA,,C,MCL,2,F,N,600,F,D,D,23000,90635,211,SY,O,TB,45000,50000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,261925,7,2996,217470
CRC,07-Oct-04,5,USA,,C,CLM,3U,B,N,650,F,D,D,8000,71854,238,SY,O,TB,6250,6250,7,Jan-60,T,CALDER RACE COURSE,FL,Y,238269,8,2996,217470
CRC,07-Oct-04,6,USA,NW3     L,C,ALW,3U,B,N,850,F,D,D,29000,67779,304,SY,O,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,227024,14,2996,217470
CRC,07-Oct-04,7,USA,,C,CLM,3U,,N,800,F,D,D,12000,118620,333,SY,O,TB,10500,12500,11,Jan-60,T,CALDER RACE COURSE,FL,Y,350008,11,2996,217470
CRC,07-Oct-04,8,USA,,C,CLM,3U,B,N,800,F,D,D,11000,68388,401,SY,O,TB,9000,10000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,229149,8,2996,217470
CRC,07-Oct-04,9,USA,,C,MCL,2,,N,800,F,D,D,7500,73906,429,SY,O,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,296391,10,2996,217470
CRC,08-Oct-04,1,USA,,C,MCL,2,F,N,800,F,D,D,7500,57161,1250,FT,C,TB,12500,12500,8,Jan-60,T,CALDER RACE COURSE,FL,Y,180787,8,3048,246567
CRC,08-Oct-04,2,USA,,C,MCL,34,,N,800,F,D,D,10500,69693,118,FT,C,TB,14000,16000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,239909,8,3048,246567
CRC,08-Oct-04,3,USA,NW2     L,C,CLM,3U,B,N,550,F,D,D,8500,107252,147,FT,C,TB,9000,10000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,325682,7,3048,246567
CRC,08-Oct-04,4,USA,,C,CLM,2,,N,550,F,D,D,12000,52912,213,FT,C,TB,10500,12500,6,Jan-60,T,CALDER RACE COURSE,FL,Y,167514,7,3048,246567
CRC,08-Oct-04,5,USA,NW1       X,C,AOC,3U,B,N,850,F,T,T,27000,99882,242,GD,C,TB,14000,16000,10,Jan-60,T,CALDER RACE COURSE,FL,Y,290827,14,3048,246567
CRC,08-Oct-04,6,USA,,C,MCL,2,F,N,700,F,D,D,10500,118091,313,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,323148,7,3048,246567
CRC,08-Oct-04,7,USA,C,C,CLM,3U,,N,850,F,D,D,14500,85029,342,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,280774,7,3048,246567
CRC,08-Oct-04,8,USA,NW1       X,C,AOC,3U,B,N,800,F,D,D,27000,103301,411,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,283465,7,3048,246567
CRC,08-Oct-04,9,USA,NW2       X,C,ALW,3U,B,N,650,F,D,D,29000,61116,442,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,183654,6,3048,246567
CRC,08-Oct-04,10,USA,,C,MCL,34,F,N,800,F,D,D,17000,64037,512,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,248064,7,3048,246567
CRC,09-Oct-04,1,USA,,C,MCL,2,,N,800,F,D,D,18000,72028,1250,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,217646,7,6134,588118
CRC,09-Oct-04,2,USA,,C,MCL,34,F,N,550,F,D,D,17000,69711,119,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,288727,7,6134,588118
CRC,09-Oct-04,3,USA,,C,MCL,34,,N,700,F,D,D,17000,104250,146,FT,C,TB,22500,25000,10,Jan-60,T,CALDER RACE COURSE,FL,Y,347233,11,6134,588118
CRC,09-Oct-04,4,USA,C,C,CLM,3U,,N,650,F,D,D,11000,62490,213,FT,C,TB,9000,10000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,203747,7,6134,588118
CRC,09-Oct-04,5,USA,NW2     L,C,CLM,3U,,N,850,F,D,D,8500,72484,241,FT,C,TB,9000,10000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,257612,9,6134,588118
CRC,09-Oct-04,6,USA,,C,MSW,2,,N,700,F,D,D,29000,121055,311,FT,C,TB,0,0,10,Jan-60,T,CALDER RACE COURSE,FL,Y,364333,11,6134,588118
CRC,09-Oct-04,7,USA,,C,STK,3U,,Y,900,F,T,T,100000,140731,338,FM,C,TB,0,0,11,Jan-60,T,CALDER RACE COURSE,FL,Y,374991,11,6134,588118
CRC,09-Oct-04,8,USA,NW1       X,C,AOC,3U,,N,650,F,D,D,27000,89944,406,FT,C,TB,14000,16000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,258677,9,6134,588118
CRC,09-Oct-04,9,USA,,C,MSW,2,,N,600,F,D,D,29000,82548,434,FT,C,TB,0,0,9,Jan-60,T,CALDER RACE COURSE,FL,Y,246554,12,6134,588118
CRC,09-Oct-04,10,USA,NW2       X,C,AOC,3U,,N,900,F,T,T,29000,122418,502,FM,C,TB,22500,25000,11,Jan-60,T,CALDER RACE COURSE,FL,Y,302766,14,6134,588118
CRC,09-Oct-04,11,USA,NW1       X,C,ALW,3,,N,650,F,D,D,27000,82430,531,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,240093,7,6134,588118
CRC,09-Oct-04,12,USA,C,C,CLM,3U,,N,700,F,D,D,14500,53339,557,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,158040,7,6134,588118
CRC,09-Oct-04,13,USA,,C,MCL,34,,N,700,F,D,D,7500,59898,625,FT,C,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,244706,9,6134,588118
CRC,10-Oct-04,1,USA,NW1       X,C,ALW,2,,N,800,F,D,D,31000,51132,1250,FT,C,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,162170,6,4098,351074
CRC,10-Oct-04,2,USA,,C,MCL,34,F,N,650,F,D,D,7500,58601,119,FT,C,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,222410,9,4098,351074
CRC,10-Oct-04,3,USA,C,C,CLM,3U,B,N,550,F,D,D,11000,89596,147,FT,C,TB,9000,10000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,263574,7,4098,351074
CRC,10-Oct-04,4,USA,NW3       X,C,AOC,3U,B,N,850,F,T,T,31000,76651,214,FM,C,TB,35000,40000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,225209,9,4098,351074
CRC,10-Oct-04,5,USA,,C,CLM,3U,,N,600,F,D,D,7500,70359,242,FT,C,TB,5000,5000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,225051,9,4098,351074
CRC,10-Oct-04,6,USA,NW2       X,C,AOC,3U,,N,700,F,D,D,29000,65861,310,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,191066,7,4098,351074
CRC,10-Oct-04,7,USA,,C,STK,3U,B,Y,850,F,T,T,40000,82281,338,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,206528,13,4098,351074
CRC,10-Oct-04,8,USA,,C,MSW,2,F,N,600,F,D,D,29000,81590,407,FT,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,236596,10,4098,351074
CRC,10-Oct-04,9,USA,NW2     L,C,CLM,3U,,N,700,F,D,D,8500,70280,434,FT,C,TB,9000,10000,10,Jan-60,T,CALDER RACE COURSE,FL,Y,231359,10,4098,351074
CRC,10-Oct-04,10,USA,NW2     L,C,ALW,3U,,N,850,F,D,D,27000,64791,502,FT,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,209284,7,4098,351074
CRC,10-Oct-04,11,USA,,C,MCL,34,F,N,800,F,D,D,7500,78733,530,FT,C,TB,12500,12500,9,Jan-60,T,CALDER RACE COURSE,FL,Y,279769,10,4098,351074
CRC,11-Oct-04,1,USA,,C,MCL,34,,N,850,F,D,D,17000,48606,1250,FT,L,TB,22500,25000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,136897,6,3257,232349
CRC,11-Oct-04,2,USA,NW2     L,C,CLM,3U,,N,650,F,D,D,19000,54302,116,FT,L,TB,22500,25000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,189451,7,3257,232349
CRC,11-Oct-04,3,USA,,C,MCL,2,F,N,500,F,D,D,10500,78917,144,FT,L,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,271729,7,3257,232349
CRC,11-Oct-04,4,USA,,C,MCL,2,,N,550,F,D,D,21000,63607,210,FT,L,TB,35000,40000,9,Jan-60,T,CALDER RACE COURSE,FL,Y,207149,9,3257,232349
CRC,11-Oct-04,5,USA,NW1       X,C,ALW,3U,,N,900,F,T,T,27000,86513,239,FM,L,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,252958,12,3257,232349
CRC,11-Oct-04,6,USA,,C,MCL,2,,N,600,F,D,D,7500,57592,306,FT,L,TB,12500,12500,10,Jan-60,T,CALDER RACE COURSE,FL,Y,197547,11,3257,232349
CRC,11-Oct-04,7,USA,NW2     L,C,CLM,3U,B,N,800,F,D,D,8500,61548,334,FT,L,TB,9000,10000,12,Jan-60,T,CALDER RACE COURSE,FL,Y,196855,14,3257,232349
CRC,11-Oct-04,8,USA,,C,STR,2,F,N,650,F,D,D,21000,62821,404,FT,L,TB,0,25000,10,Jan-60,T,CALDER RACE COURSE,FL,Y,208834,10,3257,232349
CRC,11-Oct-04,9,USA,,C,MCL,2,F,N,600,F,D,D,7500,74594,434,FT,L,TB,12500,12500,7,Jan-60,T,CALDER RACE COURSE,FL,Y,267557,11,3257,232349
CRC,14-Oct-04,1,USA,,C,MCL,34,,N,600,F,D,D,21000,65046,1251,FT,C,TB,35000,40000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,194625,6,3102,211726
CRC,14-Oct-04,2,USA,,C,MSW,34,F,N,800,F,T,T,26000,60232,116,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,246072,13,3102,211726
CRC,14-Oct-04,3,USA,,C,STR,2,F,N,550,F,D,D,27000,65494,142,FT,C,TB,0,40000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,220952,6,3102,211726
CRC,14-Oct-04,4,USA,,C,MCL,2,F,N,550,F,D,D,22000,76563,210,FT,C,TB,22500,25000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,251311,7,3102,211726
CRC,14-Oct-04,5,USA,NW1       X,C,ALW,3U,B,N,850,F,T,T,27000,64826,238,FM,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,203286,13,3102,211726
CRC,14-Oct-04,6,USA,,C,MCL,2,F,N,800,F,D,D,18000,65380,305,FT,C,TB,22500,25000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,235895,10,3102,211726
CRC,14-Oct-04,7,USA,,C,STR,2,,N,650,F,D,D,21000,74327,335,FT,C,TB,0,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,263834,8,3102,211726
CRC,14-Oct-04,8,USA,NW1       X,C,ALW,3U,B,N,650,F,D,D,27000,82361,404,FT,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,254610,8,3102,211726
CRC,14-Oct-04,9,USA,,C,MCL,2,F,N,500,F,D,D,7500,68983,433,FT,C,TB,12500,12500,8,Jan-60,T,CALDER RACE COURSE,FL,Y,294385,8,3102,211726
CRC,15-Oct-04,1,USA,C,C,CLM,3U,,N,550,F,D,D,11000,65624,1250,GD,L,TB,9000,10000,5,Jan-60,T,CALDER RACE COURSE,FL,Y,142430,7,3196,231065
CRC,15-Oct-04,2,USA,,C,MSW,34,,N,850,F,D,D,26000,53984,118,GD,L,TB,0,0,6,Jan-60,T,CALDER RACE COURSE,FL,Y,215346,14,3196,231065
CRC,15-Oct-04,3,USA,,C,MCL,34,,N,800,F,D,D,7500,64381,147,GD,L,TB,12500,12500,6,Jan-60,T,CALDER RACE COURSE,FL,Y,225869,7,3196,231065
CRC,15-Oct-04,4,USA,,C,CLM,3U,B,N,600,F,D,D,11000,88841,213,GD,L,TB,9000,10000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,260682,7,3196,231065
CRC,15-Oct-04,5,USA,,C,CLM,3,,N,850,F,D,D,27000,67189,243,GD,L,TB,35000,40000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,204531,14,3196,231065
CRC,15-Oct-04,6,USA,,C,MCL,2,F,N,550,F,D,D,21000,78431,313,GD,L,TB,35000,40000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,211804,7,3196,231065
CRC,15-Oct-04,7,USA,,C,CLM,2,F,N,600,F,D,D,12000,104345,343,GD,L,TB,10500,12500,8,Jan-60,T,CALDER RACE COURSE,FL,Y,296257,8,3196,231065
CRC,15-Oct-04,8,USA,NW2     L,C,CLM,3U,,N,500,F,D,D,8500,92776,414,GD,L,TB,9000,10000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,339319,8,3196,231065
CRC,15-Oct-04,9,USA,NW3       X,C,AOC,3U,,N,600,F,D,D,31000,63696,444,GD,L,TB,35000,40000,5,Jan-60,T,CALDER RACE COURSE,FL,Y,124556,7,3196,231065
CRC,15-Oct-04,10,USA,,C,MCL,2,,N,550,F,D,D,10500,73977,516,GD,L,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,298462,8,3196,231065
CRC,16-Oct-04,1,USA,C,C,CLM,3U,B,N,650,F,D,D,11000,66897,1250,FT,C,TB,9000,10000,5,Jan-60,T,CALDER RACE COURSE,FL,Y,148118,6,6106,620446
CRC,16-Oct-04,2,USA,NW2       X,C,ALW,3U,B,N,850,F,T,T,29000,81941,118,GD,C,TB,0,0,8,Jan-60,T,CALDER RACE COURSE,FL,Y,298593,13,6106,620446
CRC,16-Oct-04,3,USA,,C,MCL,2,,N,500,F,D,D,7500,99020,147,FT,C,TB,12500,12500,6,Jan-60,T,CALDER RACE COURSE,FL,Y,317554,8,6106,620446
CRC,16-Oct-04,4,USA,C,C,CLM,3U,B,N,650,F,D,D,14500,88453,214,FT,C,TB,14000,16000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,277197,6,6106,620446
CRC,16-Oct-04,5,USA,,C,MCL,2,,N,550,F,D,D,18000,137485,243,FT,C,TB,22500,25000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,385471,8,6106,620446
CRC,16-Oct-04,6,USA,,C,ALW,3U,,N,500,F,T,T,35000,122515,310,GD,C,TB,0,0,7,Jan-60,T,CALDER RACE COURSE,FL,Y,348890,9,6106,620446
CRC,16-Oct-04,7,USA,C,C,CLM,3U,,N,850,F,D,D,11000,69038,338,FT,C,TB,9000,10000,8,Jan-60,T,CALDER RACE COURSE,FL,Y,242482,9,6106,620446
CRC,16-Oct-04,8,USA,NW1       X,C,AOC,3U,,N,550,F,D,D,27000,107394,406,FT,C,TB,14000,16000,10,Jan-60,T,CALDER RACE COURSE,FL,Y,309956,14,6106,620446
CRC,16-Oct-04,9,USA,NW1       X,C,ALW,3U,,N,900,F,T,T,27000,103133,434,GD,C,TB,0,0,10,Jan-60,T,CALDER RACE COURSE,FL,Y,309781,14,6106,620446
CRC,16-Oct-04,10,USA,,C,MSW,2,,N,800,F,D,D,29000,122031,503,FT,C,TB,0,0,9,Jan-60,T,CALDER RACE COURSE,FL,Y,348551,10,6106,620446
CRC,16-Oct-04,11,USA,NW1       X,C,AOC,3U,,N,800,F,D,D,27000,89677,530,FT,C,TB,14000,16000,7,Jan-60,T,CALDER RACE COURSE,FL,Y,264410,10,6106,620446
CRC,16-Oct-04,12,USA,,C,CLM,2,,N,600,F,D,D,14500,72786,558,FT,C,TB,14000,16000,6,Jan-60,T,CALDER RACE COURSE,FL,Y,216589,7,6106,620446
CRC,16-Oct-04,13,USA,,C,MCL,34,,N,600,F,D,D,7500,100362,628,FT,C,TB,12500,12500,11,Jan-60,T,CALDER RACE COURSE,FL,Y,335696,13,6106,620446
