"track_id","race_date","race_number","country","conditions_of_race","status","race_type","age_restriction","sex_restriction","stakes_indicator","distance_id","distance_unit","surface","course_type","purse_usa","wps_pool","post_time","track_condition","weather","breed_type","minimum_claim_price","maximum_claim_price","number_of_runners","track_type","state","active_indicator","handle","num_start","race_time"
"CRC","1-Oct-04",3,"USA",,"C","MCL",2,"F","N",600,"F","D","D",18000,119366,148,"FT","C","TB",22500,25000,7,"T","FL","Y",391797,7,"13:48"
"CRC","1-Oct-04",4,"USA","C","C","CLM","3U",,"N",550,"F","D","D",11000,83299,213,"FT","C","TB",9000,10000,7,"T","FL","Y",269638,7,"14:13"
"CRC","1-Oct-04",5,"USA",,"C","MSW",34,,"N",900,"F","D","D",26000,108354,243,"FT","C","TB",0,0,8,"T","FL","Y",330726,12,"14:43"
"CRC","1-Oct-04",6,"USA",,"C","MCL",2,"F","N",800,"F","D","D",13500,124468,313,"FT","C","TB",18000,20000,7,"T","FL","Y",366920,7,"15:13"
"CRC","1-Oct-04",7,"USA",,"C","CLM","3U",,"N",600,"F","D","D",12000,121366,342,"FT","C","TB",10500,12500,6,"T","FL","Y",331445,7,"15:42"
"CRC","1-Oct-04",8,"USA",,"C","STR",2,"F","N",600,"F","D","D",18000,108945,412,"FT","C","TB",0,20000,5,"T","FL","Y",252447,7,"16:12"
"CRC","1-Oct-04",9,"USA","NW3     L","C","AOC","3U",,"N",850,"F","D","D",29000,86918,442,"FT","C","TB",18000,20000,7,"T","FL","Y",280559,8,"16:42"
"CRC","1-Oct-04",10,"USA",,"C","MCL",2,"F","N",550,"F","D","D",7500,87165,513,"FT","C","TB",12500,12500,8,"T","FL","Y",376049,8,"17:13"
"CRC","2-Oct-04",1,"USA","C","C","CLM","3U","B","N",650,"F","D","D",11000,71227,1250,"FT","C","TB",9000,10000,6,"T","FL","Y",231993,6,"12:50"
"CRC","2-Oct-04",2,"USA",,"C","CLM","3U","B","N",600,"F","D","D",8000,99018,118,"FT","C","TB",6250,6250,7,"T","FL","Y",381658,7,"13:18"
"CRC","2-Oct-04",3,"USA","NW2       X","C","AOC","3U",,"N",850,"F","D","D",29000,130935,146,"FT","C","TB",22500,25000,5,"T","FL","Y",309148,6,"13:46"
"CRC","2-Oct-04",4,"USA",,"C","MSW",2,,"N",850,"F","T","T",29000,170784,215,"GD","C","TB",0,0,10,"T","FL","Y",515275,10,"14:15"
"CRC","2-Oct-04",5,"USA","NW1       X","C","ALW",2,"F","N",600,"F","D","D",31000,133469,242,"FT","C","TB",0,0,8,"T","FL","Y",447592,9,"14:42"
"CRC","2-Oct-04",6,"USA",,"C","MCL",2,,"N",600,"F","D","D",23000,212789,315,"FT","C","TB",45000,50000,8,"T","FL","Y",616075,9,"15:15"
"CRC","2-Oct-04",7,"USA","NW1       X","C","AOC","3U",,"N",850,"F","D","D",27000,104164,342,"FT","C","TB",14000,16000,6,"T","FL","Y",317081,9,"15:42"
"CRC","2-Oct-04",8,"USA",,"C","STK",2,"F","Y",832,"F","D","D",100000,93121,408,"FT","O","TB",0,0,6,"T","FL","Y",271875,7,"16:08"
"CRC","2-Oct-04",9,"USA",,"C","MSW",2,,"N",850,"F","T","T",29000,179077,437,"GD","O","TB",0,0,8,"T","FL","Y",462020,11,"16:37"
"CRC","2-Oct-04",10,"USA",,"C","STK",2,,"Y",832,"F","D","D",100000,112799,505,"FT","L","TB",0,0,8,"T","FL","Y",407250,8,"17:05"
"CRC","2-Oct-04",11,"USA","C","C","CLM","3U",,"N",850,"F","D","D",11000,88087,531,"FT","L","TB",9000,10000,8,"T","FL","Y",263608,9,"17:31"
"CRC","2-Oct-04",12,"USA","NW2     L","C","CLM","3U",,"N",800,"F","D","D",13500,111036,558,"FT","L","TB",14000,16000,8,"T","FL","Y",350224,8,"17:58"
"CRC","2-Oct-04",13,"USA",,"C","MCL",34,,"N",850,"F","D","D",7500,97788,626,"FT","L","TB",12500,12500,7,"T","FL","Y",367898,7,"18:26"
"CRC","3-Oct-04",1,"USA",,"C","MSW",34,,"N",600,"F","D","D",26000,67995,1252,"FT","C","TB",0,0,7,"T","FL","Y",230058,7,"12:52"
"CRC","3-Oct-04",2,"USA","C","C","CLM","3U","B","N",850,"F","D","D",11000,53514,118,"FT","C","TB",9000,10000,7,"T","FL","Y",230376,7,"13:18"
"CRC","3-Oct-04",3,"USA",,"C","MSW",2,,"N",850,"F","T","T",29000,118030,148,"GD","C","TB",0,0,8,"T","FL","Y",363564,11,"13:48"
"CRC","3-Oct-04",4,"USA","C","C","CLM","3U",,"N",650,"F","D","D",21000,92429,215,"FT","C","TB",22500,25000,6,"T","FL","Y",281399,7,"14:15"
"CRC","3-Oct-04",5,"USA",,"C","CLM","3U",,"N",650,"F","D","D",8000,113946,242,"FT","C","TB",6250,6250,8,"T","FL","Y",332096,8,"14:42"
"CRC","3-Oct-04",6,"USA",,"C","MSW",34,"F","N",550,"F","D","D",26000,77075,309,"FT","C","TB",0,0,9,"T","FL","Y",238183,9,"15:09"
"CRC","3-Oct-04",7,"USA","NW2     L","C","ALW","3U","B","N",850,"F","T","T",27000,82438,337,"GD","C","TB",0,0,10,"T","FL","Y",236926,14,"15:37"
"CRC","3-Oct-04",8,"USA","NW2     L","C","CLM","3U",,"N",550,"F","D","D",8500,55928,407,"FT","C","TB",9000,10000,10,"T","FL","Y",170032,11,"16:07"
"CRC","3-Oct-04",9,"USA",,"C","STK","3U",,"Y",650,"F","D","D",40000,83310,434,"FT","C","TB",0,0,9,"T","FL","Y",236285,10,"16:34"
"CRC","3-Oct-04",10,"USA","NW2       X","C","AOC","3U",,"N",550,"F","D","D",29000,92416,502,"FT","C","TB",22500,25000,7,"T","FL","Y",277562,7,"17:02"
"CRC","3-Oct-04",11,"USA",,"C","MCL",2,"F","N",700,"F","D","D",18000,74614,530,"FT","C","TB",22500,25000,8,"T","FL","Y",287951,8,"17:30"
"CRC","4-Oct-04",1,"USA","NW2     L","C","CLM","3U","B","N",550,"F","D","D",13500,50925,1251,"FT","C","TB",14000,16000,6,"T","FL","Y",143698,6,"12:51"
"CRC","4-Oct-04",2,"USA",,"C","MSW",34,"F","N",900,"F","T","T",26000,53516,116,"GD","C","TB",0,0,9,"T","FL","Y",203410,10,"13:16"
"CRC","4-Oct-04",3,"USA",,"C","MCL",34,"F","N",600,"F","D","D",7500,54257,142,"FT","C","TB",12500,12500,6,"T","FL","Y",200521,7,"13:42"
"CRC","4-Oct-04",4,"USA",,"C","MCL",2,,"N",700,"F","D","D",18000,75578,211,"FT","C","TB",22500,25000,7,"T","FL","Y",239915,7,"14:11"
"CRC","4-Oct-04",5,"USA","NW3       X","C","AOC","3U",,"N",850,"F","T","T",31000,72751,238,"GD","C","TB",35000,40000,7,"T","FL","Y",255868,8,"14:38"
"CRC","4-Oct-04",6,"USA",,"C","MCL",2,,"N",500,"F","D","D",7500,101181,305,"FT","C","TB",12500,12500,8,"T","FL","Y",319734,10,"15:05"
"CRC","4-Oct-04",7,"USA",,"C","CLM",2,"F","N",600,"F","D","D",11000,108674,334,"FT","C","TB",9000,10000,9,"T","FL","Y",331657,9,"15:34"
"CRC","4-Oct-04",8,"USA","NW1       X","C","AOC","3U","B","N",550,"F","D","D",27000,96396,401,"FT","C","TB",14000,16000,9,"T","FL","Y",288464,9,"16:01"
"CRC","4-Oct-04",9,"USA",,"C","MCL",34,,"N",550,"F","D","D",7500,104004,430,"FT","C","TB",12500,12500,11,"T","FL","Y",423785,12,"16:30"
"CRC","7-Oct-04",1,"USA","C","C","CLM","3U","B","N",850,"F","D","D",14500,58463,1250,"FT","C","TB",14000,16000,6,"T","FL","Y",177925,6,"12:50"
"CRC","7-Oct-04",2,"USA","NW2     L","C","CLM","3U","B","N",700,"F","D","D",8500,91020,116,"FT","C","TB",9000,10000,7,"T","FL","Y",323112,7,"13:16"
"CRC","7-Oct-04",3,"USA",,"C","MSW",2,"F","N",850,"F","T","T",29000,111687,142,"GD","O","TB",0,0,10,"T","FL","Y",355127,14,"13:42"
"CRC","7-Oct-04",4,"USA",,"C","MCL",2,"F","N",600,"F","D","D",23000,90635,211,"SY","O","TB",45000,50000,7,"T","FL","Y",261925,7,"14:11"
"CRC","7-Oct-04",5,"USA",,"C","CLM","3U","B","N",650,"F","D","D",8000,71854,238,"SY","O","TB",6250,6250,7,"T","FL","Y",238269,8,"14:38"
"CRC","7-Oct-04",6,"USA","NW3     L","C","ALW","3U","B","N",850,"F","D","D",29000,67779,304,"SY","O","TB",0,0,8,"T","FL","Y",227024,14,"15:04"
"CRC","7-Oct-04",7,"USA",,"C","CLM","3U",,"N",800,"F","D","D",12000,118620,333,"SY","O","TB",10500,12500,11,"T","FL","Y",350008,11,"15:33"
"CRC","7-Oct-04",8,"USA",,"C","CLM","3U","B","N",800,"F","D","D",111000,68388,401,"SY","O","TB",9000,10000,8,"T","FL","Y",229149,8,"16:01"
"CRC","7-Oct-04",9,"USA",,"C","MCL",2,,"N",800,"F","D","D",7500,73906,429,"SY","O","TB",12500,12500,9,"T","FL","Y",296391,10,"16:29"
"CRC","8-Oct-04",1,"USA",,"C","MCL",2,"F","N",800,"F","D","D",7500,57161,1250,"FT","C","TB",12500,12500,8,"T","FL","Y",180787,8,"12:50"
"CRC","8-Oct-04",2,"USA",,"C","MCL",34,,"N",800,"F","D","D",10500,69693,118,"FT","C","TB",14000,16000,8,"T","FL","Y",239909,8,"13:18"
"CRC","8-Oct-04",3,"USA","NW2     L","C","CLM","3U","B","N",550,"F","D","D",8500,107252,147,"FT","C","TB",9000,10000,7,"T","FL","Y",325682,7,"13:47"
"CRC","8-Oct-04",4,"USA",,"C","CLM",2,,"N",550,"F","D","D",12000,52912,213,"FT","C","TB",10500,12500,6,"T","FL","Y",167514,7,"14:13"
"CRC","8-Oct-04",5,"USA","NW1       X","C","AOC","3U","B","N",850,"F","T","T",27000,99882,242,"GD","C","TB",14000,16000,10,"T","FL","Y",290827,14,"14:42"
"CRC","8-Oct-04",6,"USA",,"C","MCL",2,"F","N",700,"F","D","D",10500,118091,313,"FT","C","TB",14000,16000,7,"T","FL","Y",323148,7,"15:13"
"CRC","8-Oct-04",7,"USA","C","C","CLM","3U",,"N",850,"F","D","D",14500,85029,342,"FT","C","TB",14000,16000,7,"T","FL","Y",280774,7,"15:42"
"CRC","8-Oct-04",8,"USA","NW1       X","C","AOC","3U","B","N",800,"F","D","D",27000,103301,411,"FT","C","TB",14000,16000,7,"T","FL","Y",283465,7,"16:11"
"CRC","8-Oct-04",9,"USA","NW2       X","C","ALW","3U","B","N",650,"F","D","D",29000,61116,442,"FT","C","TB",0,0,6,"T","FL","Y",183654,6,"16:42"
"CRC","8-Oct-04",10,"USA",,"C","MCL",34,"F","N",800,"F","D","D",17000,64037,512,"FT","C","TB",22500,25000,7,"T","FL","Y",248064,7,"17:12"
"CRC","9-Oct-04",1,"USA",,"C","MCL",2,,"N",800,"F","D","D",18000,72028,1250,"FT","C","TB",22500,25000,7,"T","FL","Y",217646,7,"12:50"
"CRC","9-Oct-04",2,"USA",,"C","MCL",34,"F","N",550,"F","D","D",17000,69711,119,"FT","C","TB",22500,25000,7,"T","FL","Y",288727,7,"13:19"
"CRC","9-Oct-04",3,"USA",,"C","MCL",34,,"N",700,"F","D","D",17000,104250,146,"FT","C","TB",22500,25000,10,"T","FL","Y",347233,11,"13:46"
"CRC","9-Oct-04",4,"USA","C","C","CLM","3U",,"N",650,"F","D","D",11000,62490,213,"FT","C","TB",9000,10000,7,"T","FL","Y",203747,7,"14:13"
"CRC","9-Oct-04",5,"USA","NW2     L","C","CLM","3U",,"N",850,"F","D","D",8500,72484,241,"FT","C","TB",9000,10000,9,"T","FL","Y",257612,9,"14:41"
"CRC","9-Oct-04",6,"USA",,"C","MSW",2,,"N",700,"F","D","D",29000,121055,311,"FT","C","TB",0,0,10,"T","FL","Y",364333,11,"15:11"
"CRC","9-Oct-04",7,"USA",,"C","STK","3U",,"Y",900,"F","T","T",100000,140731,338,"FM","C","TB",0,0,11,"T","FL","Y",374991,11,"15:38"
"CRC","9-Oct-04",8,"USA","NW1       X","C","AOC","3U",,"N",650,"F","D","D",27000,89944,406,"FT","C","TB",14000,16000,8,"T","FL","Y",258677,9,"16:06"
"CRC","9-Oct-04",9,"USA",,"C","MSW",2,,"N",600,"F","D","D",29000,82548,434,"FT","C","TB",0,0,9,"T","FL","Y",246554,12,"16:34"
"CRC","9-Oct-04",10,"USA","NW2       X","C","AOC","3U",,"N",900,"F","T","T",29000,122418,502,"FM","C","TB",22500,25000,11,"T","FL","Y",302766,14,"17:02"
"CRC","9-Oct-04",11,"USA","NW1       X","C","ALW",3,,"N",650,"F","D","D",27000,82430,531,"FT","C","TB",0,0,7,"T","FL","Y",240093,7,"17:31"
"CRC","9-Oct-04",12,"USA","C","C","CLM","3U",,"N",700,"F","D","D",14500,53339,557,"FT","C","TB",14000,16000,7,"T","FL","Y",158040,7,"17:57"
"CRC","9-Oct-04",13,"USA",,"C","MCL",34,,"N",700,"F","D","D",7500,59898,625,"FT","C","TB",12500,12500,7,"T","FL","Y",244706,9,"18:25"
"CRC","10-Oct-04",1,"USA","NW1       X","C","ALW",2,,"N",800,"F","D","D",31000,51132,1250,"FT","C","TB",0,0,6,"T","FL","Y",162170,6,"12:50"
"CRC","10-Oct-04",2,"USA",,"C","MCL",34,"F","N",650,"F","D","D",7500,58601,119,"FT","C","TB",12500,12500,9,"T","FL","Y",222410,9,"13:19"
"CRC","10-Oct-04",3,"USA","C","C","CLM","3U","B","N",550,"F","D","D",11000,89596,147,"FT","C","TB",9000,10000,7,"T","FL","Y",263574,7,"13:47"
"CRC","10-Oct-04",4,"USA","NW3       X","C","AOC","3U","B","N",850,"F","T","T",31000,76651,214,"FM","C","TB",35000,40000,9,"T","FL","Y",225209,9,"14:14"
"CRC","10-Oct-04",5,"USA",,"C","CLM","3U",,"N",600,"F","D","D",7500,70359,242,"FT","C","TB",5000,5000,9,"T","FL","Y",225051,9,"14:42"
"CRC","10-Oct-04",6,"USA","NW2       X","C","AOC","3U",,"N",700,"F","D","D",29000,65861,310,"FT","C","TB",22500,25000,7,"T","FL","Y",191066,7,"15:10"
"CRC","10-Oct-04",7,"USA",,"C","STK","3U","B","Y",850,"F","T","T",40000,82281,338,"FM","C","TB",0,0,8,"T","FL","Y",206528,13,"15:38"
"CRC","10-Oct-04",8,"USA",,"C","MSW",2,"F","N",600,"F","D","D",29000,81590,407,"FT","C","TB",0,0,8,"T","FL","Y",236596,10,"16:07"
"CRC","10-Oct-04",9,"USA","NW2     L","C","CLM","3U",,"N",700,"F","D","D",8500,70280,434,"FT","C","TB",9000,10000,10,"T","FL","Y",231359,10,"16:34"
"CRC","10-Oct-04",10,"USA","NW2     L","C","ALW","3U",,"N",850,"F","D","D",27000,64791,502,"FT","C","TB",0,0,7,"T","FL","Y",209284,7,"17:02"
"CRC","10-Oct-04",11,"USA",,"C","MCL",34,"F","N",800,"F","D","D",7500,78733,530,"FT","C","TB",12500,12500,9,"T","FL","Y",279769,10,"17:30"
"CRC","11-Oct-04",1,"USA",,"C","MCL",34,,"N",850,"F","D","D",17000,48606,1250,"FT","L","TB",22500,25000,6,"T","FL","Y",136897,6,"12:50"
"CRC","11-Oct-04",2,"USA","NW2     L","C","CLM","3U",,"N",650,"F","D","D",19000,54302,116,"FT","L","TB",22500,25000,6,"T","FL","Y",189451,7,"13:16"
"CRC","11-Oct-04",3,"USA",,"C","MCL",2,"F","N",500,"F","D","D",10500,78917,144,"FT","L","TB",14000,16000,7,"T","FL","Y",271729,7,"13:44"
"CRC","11-Oct-04",4,"USA",,"C","MCL",2,,"N",550,"F","D","D",21000,63607,210,"FT","L","TB",35000,40000,9,"T","FL","Y",207149,9,"14:10"
"CRC","11-Oct-04",5,"USA","NW1       X","C","ALW","3U",,"N",900,"F","T","T",27000,86513,239,"FM","L","TB",0,0,8,"T","FL","Y",252958,12,"14:39"
"CRC","11-Oct-04",6,"USA",,"C","MCL",2,,"N",600,"F","D","D",7500,57592,306,"FT","L","TB",12500,12500,10,"T","FL","Y",197547,11,"15:06"
"CRC","11-Oct-04",7,"USA","NW2     L","C","CLM","3U","B","N",800,"F","D","D",8500,61548,334,"FT","L","TB",9000,10000,12,"T","FL","Y",196855,14,"15:34"
"CRC","11-Oct-04",8,"USA",,"C","STR",2,"F","N",650,"F","D","D",21000,62821,404,"FT","L","TB",0,25000,10,"T","FL","Y",208834,10,"16:04"
"CRC","11-Oct-04",9,"USA",,"C","MCL",2,"F","N",600,"F","D","D",7500,74594,434,"FT","L","TB",12500,12500,7,"T","FL","Y",267557,11,"16:34"
"CRC","14-Oct-04",1,"USA",,"C","MCL",34,,"N",600,"F","D","D",21000,65046,1251,"FT","C","TB",35000,40000,6,"T","FL","Y",194625,6,"12:51"
"CRC","14-Oct-04",2,"USA",,"C","MSW",34,"F","N",800,"F","T","T",26000,60232,116,"FM","C","TB",0,0,8,"T","FL","Y",246072,13,"13:16"
"CRC","14-Oct-04",3,"USA",,"C","STR",2,"F","N",550,"F","D","D",27000,65494,142,"FT","C","TB",0,40000,6,"T","FL","Y",220952,6,"13:42"
"CRC","14-Oct-04",4,"USA",,"C","MCL",2,"F","N",550,"F","D","D",22000,76563,210,"FT","C","TB",22500,25000,6,"T","FL","Y",251311,7,"14:10"
"CRC","14-Oct-04",5,"USA","NW1       X","C","ALW","3U","B","N",850,"F","T","T",27000,64826,238,"FM","C","TB",0,0,8,"T","FL","Y",203286,13,"14:38"
"CRC","14-Oct-04",6,"USA",,"C","MCL",2,"F","N",800,"F","D","D",18000,65380,305,"FT","C","TB",22500,25000,8,"T","FL","Y",235895,10,"15:05"
"CRC","14-Oct-04",7,"USA",,"C","STR",2,,"N",650,"F","D","D",21000,74327,335,"FT","C","TB",0,25000,7,"T","FL","Y",263834,8,"15:35"
"CRC","14-Oct-04",8,"USA","NW1       X","C","ALW","3U","B","N",650,"F","D","D",27000,82361,404,"FT","C","TB",0,0,8,"T","FL","Y",254610,8,"16:04"
"CRC","14-Oct-04",9,"USA",,"C","MCL",2,"F","N",500,"F","D","D",7500,68983,433,"FT","C","TB",12500,12500,8,"T","FL","Y",294385,8,"16:33"
"CRC","15-Oct-04",1,"USA","C","C","CLM","3U",,"N",550,"F","D","D",11000,65624,1250,"GD","L","TB",9000,10000,5,"T","FL","Y",142430,7,"12:50"
"CRC","15-Oct-04",2,"USA",,"C","MSW",34,,"N",850,"F","D","D",26000,53984,118,"GD","L","TB",0,0,6,"T","FL","Y",215346,14,"13:18"
"CRC","15-Oct-04",3,"USA",,"C","MCL",34,,"N",800,"F","D","D",7500,64381,147,"GD","L","TB",12500,12500,6,"T","FL","Y",225869,7,"13:47"
"CRC","15-Oct-04",4,"USA",,"C","CLM","3U","B","N",600,"F","D","D",11000,88841,213,"GD","L","TB",9000,10000,7,"T","FL","Y",260682,7,"14:13"
"CRC","15-Oct-04",5,"USA",,"C","CLM",3,,"N",850,"F","D","D",27000,67189,243,"GD","L","TB",35000,40000,7,"T","FL","Y",204531,14,"14:43"
"CRC","15-Oct-04",6,"USA",,"C","MCL",2,"F","N",550,"F","D","D",21000,78431,313,"GD","L","TB",35000,40000,6,"T","FL","Y",211804,7,"15:13"
"CRC","15-Oct-04",7,"USA",,"C","CLM",2,"F","N",600,"F","D","D",12000,104345,343,"GD","L","TB",10500,12500,8,"T","FL","Y",296257,8,"15:43"
"CRC","15-Oct-04",8,"USA","NW2     L","C","CLM","3U",,"N",500,"F","D","D",8500,92776,414,"GD","L","TB",9000,10000,8,"T","FL","Y",339319,8,"16:14"
"CRC","15-Oct-04",9,"USA","NW3       X","C","AOC","3U",,"N",600,"F","D","D",31000,63696,444,"GD","L","TB",35000,40000,5,"T","FL","Y",124556,7,"16:44"
"CRC","15-Oct-04",10,"USA",,"C","MCL",2,,"N",550,"F","D","D",10500,73977,516,"GD","L","TB",14000,16000,7,"T","FL","Y",298462,8,"17:16"
"CRC","16-Oct-04",1,"USA","C","C","CLM","3U","B","N",650,"F","D","D",11000,66897,1250,"FT","C","TB",9000,10000,5,"T","FL","Y",148118,6,"12:50"
"CRC","16-Oct-04",2,"USA","NW2       X","C","ALW","3U","B","N",850,"F","T","T",29000,81941,118,"GD","C","TB",0,0,8,"T","FL","Y",298593,13,"13:18"
"CRC","16-Oct-04",3,"USA",,"C","MCL",2,,"N",500,"F","D","D",7500,99020,147,"FT","C","TB",12500,12500,6,"T","FL","Y",317554,8,"13:47"
"CRC","16-Oct-04",4,"USA","C","C","CLM","3U","B","N",650,"F","D","D",14500,88453,214,"FT","C","TB",14000,16000,6,"T","FL","Y",277197,6,"14:14"
"CRC","16-Oct-04",5,"USA",,"C","MCL",2,,"N",550,"F","D","D",18000,137485,243,"FT","C","TB",22500,25000,7,"T","FL","Y",385471,8,"14:43"
"CRC","16-Oct-04",6,"USA",,"C","ALW","3U",,"N",500,"F","T","T",35000,122515,310,"GD","C","TB",0,0,7,"T","FL","Y",348890,9,"15:10"
"CRC","16-Oct-04",7,"USA","C","C","CLM","3U",,"N",850,"F","D","D",11000,69038,338,"FT","C","TB",9000,10000,8,"T","FL","Y",242482,9,"15:38"
"CRC","16-Oct-04",8,"USA","NW1       X","C","AOC","3U",,"N",550,"F","D","D",27000,107394,406,"FT","C","TB",14000,16000,10,"T","FL","Y",309956,14,"16:06"
"CRC","16-Oct-04",9,"USA","NW1       X","C","ALW","3U",,"N",900,"F","T","T",27000,103133,434,"GD","C","TB",0,0,10,"T","FL","Y",309781,14,"16:34"
"CRC","16-Oct-04",10,"USA",,"C","MSW",2,,"N",800,"F","D","D",29000,122031,503,"FT","C","TB",0,0,9,"T","FL","Y",348551,10,"17:03"
"CRC","16-Oct-04",11,"USA","NW1       X","C","AOC","3U",,"N",800,"F","D","D",27000,89677,530,"FT","C","TB",14000,16000,7,"T","FL","Y",264410,10,"17:30"
"CRC","16-Oct-04",12,"USA",,"C","CLM",2,,"N",600,"F","D","D",14500,72786,558,"FT","C","TB",14000,16000,6,"T","FL","Y",216589,7,"17:58"
"CRC","16-Oct-04",13,"USA",,"C","MCL",34,,"N",600,"F","D","D",7500,100362,628,"FT","C","TB",12500,12500,11,"T","FL","Y",335696,13,"18:28"
"CRC","17-Oct-04",1,"USA","NW2     L","C","CLM","3U",,"N",800,"F","D","D",13500,44477,1250,"FT","C","TB",14000,16000,6,"T","FL","Y",149307,6,"12:50"
"CRC","17-Oct-04",2,"USA",,"C","MSW",2,"F","N",850,"F","T","T",29000,66524,118,"FM","C","TB",0,0,10,"T","FL","Y",216916,11,"13:18"
"CRC","17-Oct-04",3,"USA",,"C","STK","3U","B","Y",600,"F","D","D",40000,63599,146,"FT","C","TB",0,0,6,"T","FL","Y",219936,6,"13:46"
"CRC","17-Oct-04",4,"USA",,"C","MCL",34,"F","N",600,"F","D","D",7500,86843,215,"FT","C","TB",12500,12500,8,"T","FL","Y",268577,8,"14:15"
"CRC","17-Oct-04",5,"USA","NW3     L","C","AOC","3U",,"N",850,"F","T","T",29000,95082,242,"FM","C","TB",18000,20000,10,"T","FL","Y",259744,12,"14:42"
"CRC","17-Oct-04",6,"USA",,"C","CLM","3U","B","N",800,"F","D","D",8000,65391,310,"FT","C","TB",6250,6250,8,"T","FL","Y",213353,8,"15:10"
"CRC","17-Oct-04",7,"USA",,"C","MSW",2,"F","N",850,"F","T","T",29000,81114,339,"FM","C","TB",0,0,10,"T","FL","Y",236154,11,"15:39"
"CRC","17-Oct-04",8,"USA","C","C","CLM","3U","B","N",800,"F","D","D",11000,64151,406,"FT","C","TB",9000,10000,9,"T","FL","Y",196047,11,"16:06"
"CRC","17-Oct-04",9,"USA","NW1       X","C","ALW",3,"F","N",600,"F","D","D",27000,63821,434,"FT","C","TB",0,0,7,"T","FL","Y",218400,8,"16:34"
"CRC","17-Oct-04",10,"USA","NW1       X","C","AOC","3U","B","N",550,"F","D","D",27000,74193,502,"FT","C","TB",14000,16000,7,"T","FL","Y",236966,7,"17:02"
"CRC","17-Oct-04",11,"USA",,"C","MCL",34,"F","N",800,"F","D","D",7500,61451,530,"FT","C","TB",12500,12500,7,"T","FL","Y",252477,9,"17:30"
"CRC","18-Oct-04",1,"USA","NW2     L","C","CLM",2,,"N",550,"F","D","D",19000,41625,1250,"FT","C","TB",22500,25000,6,"T","FL","Y",124156,6,"12:50"
"CRC","18-Oct-04",2,"USA",,"C","MSW",2,,"N",850,"F","T","T",29000,57951,118,"FM","C","TB",0,0,10,"T","FL","Y",232981,10,"13:18"
"CRC","18-Oct-04",3,"USA",,"C","MCL",34,"F","N",500,"F","D","D",7500,69189,144,"FT","C","TB",12500,12500,7,"T","FL","Y",227262,7,"13:44"
"CRC","18-Oct-04",4,"USA","NW2     L","C","CLM","3U","B","N",500,"F","D","D",8500,66573,210,"FT","C","TB",9000,10000,8,"T","FL","Y",221576,8,"14:10"
"CRC","18-Oct-04",5,"USA",,"C","MSW",2,,"N",850,"F","T","T",29000,99161,239,"FM","C","TB",0,0,10,"T","FL","Y",343964,11,"14:39"
"CRC","18-Oct-04",6,"USA",,"C","MCL",34,"F","N",500,"F","D","D",17000,50108,305,"FT","C","TB",22500,25000,4,"T","FL","Y",109972,7,"15:05"
"CRC","18-Oct-04",7,"USA","NW2     L","C","CLM",2,"F","N",550,"F","D","D",19000,77409,334,"FT","C","TB",22500,25000,7,"T","FL","Y",283045,7,"15:34"
"CRC","18-Oct-04",8,"USA","NW3     L","C","AOC","3U","B","N",850,"F","D","D",29000,59604,403,"FT","C","TB",18000,20000,5,"T","FL","Y",151258,8,"16:03"
